# accession	download URL	primary/secondary	VGP clade
GCA_027942885.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_027942885.1.fa.gz	secondary	fish
GCA_964263835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_964263835.1.fa.gz	secondary	fish
GCA_040954845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_040954845.1.fa.gz	secondary	fish
GCA_048537235.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048537235.1.fa.gz	secondary	fish
GCA_042242125.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_042242125.1.fa.gz	secondary	fish
GCA_048128715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048128715.1.fa.gz	secondary	fish
GCA_048569135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048569135.1.fa.gz	secondary	fish
GCA_038021265.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_038021265.1.fa.gz	secondary	fish
GCA_013358815.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_013358815.1.fa.gz	secondary	fish
GCA_048544195.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048544195.1.fa.gz	secondary	fish
GCA_030448965.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_030448965.1.fa.gz	secondary	fish
GCA_048129085.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048129085.1.fa.gz	secondary	fish
GCA_048301475.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048301475.1.fa.gz	secondary	fish
GCA_039877575.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_039877575.1.fa.gz	secondary	fish
GCA_036365475.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_036365475.1.fa.gz	secondary	fish
GCA_029633845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_029633845.1.fa.gz	secondary	fish
GCA_046255725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_046255725.1.fa.gz	secondary	fish
GCA_024256465.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_024256465.1.fa.gz	secondary	fish
GCA_044231645.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_044231645.1.fa.gz	secondary	fish
GCA_037038625.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_037038625.1.fa.gz	secondary	fish
GCA_047511595.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_047511595.1.fa.gz	secondary	fish
GCA_902713435.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_902713435.2.fa.gz	secondary	fish
GCA_028021495.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_028021495.1.fa.gz	secondary	fish
GCA_043640875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_043640875.1.fa.gz	secondary	fish
GCA_048544215.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048544215.1.fa.gz	secondary	fish
GCA_965225695.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_965225695.1.fa.gz	secondary	fish
GCA_045363885.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_045363885.1.fa.gz	secondary	fish
GCA_048129025.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/fish/GCA_048129025.1.fa.gz	secondary	fish
GCA_030867165.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_030867165.1.fa.gz	secondary	birds
GCA_028858595.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_028858595.1.fa.gz	secondary	birds
GCA_964059295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964059295.1.fa.gz	secondary	birds
GCA_036417895.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036417895.1.fa.gz	secondary	birds
GCA_036172335.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036172335.1.fa.gz	secondary	birds
GCA_964188375.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964188375.1.fa.gz	secondary	birds
GCA_964188335.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964188335.1.fa.gz	secondary	birds
GCA_964196065.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964196065.2.fa.gz	secondary	birds
GCA_046129705.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_046129705.1.fa.gz	secondary	birds
GCA_048772025.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_048772025.1.fa.gz	secondary	birds
GCA_036250135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036250135.1.fa.gz	secondary	birds
GCA_047774235.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_047774235.1.fa.gz	secondary	birds
GCA_039720425.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_039720425.1.fa.gz	secondary	birds
GCA_964289755.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964289755.1.fa.gz	secondary	birds
GCA_047922975.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_047922975.1.fa.gz	secondary	birds
GCA_036418225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036418225.1.fa.gz	secondary	birds
GCA_965231245.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_965231245.1.fa.gz	secondary	birds
GCA_965183785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_965183785.1.fa.gz	secondary	birds
GCA_031468805.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_031468805.1.fa.gz	secondary	birds
GCA_046129645.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_046129645.1.fa.gz	secondary	birds
GCA_964417125.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964417125.1.fa.gz	secondary	birds
GCA_037157625.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_037157625.1.fa.gz	secondary	birds
GCA_034619455.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_034619455.1.fa.gz	secondary	birds
GCA_028501385.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_028501385.1.fa.gz	secondary	birds
GCA_965178535.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_965178535.1.fa.gz	secondary	birds
GCF_037038585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCF_037038585.1.fa.gz	secondary	birds
GCA_045364805.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_045364805.1.fa.gz	secondary	birds
GCA_028858625.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_028858625.2.fa.gz	secondary	birds
GCA_964211795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964211795.1.fa.gz	secondary	birds
GCA_003957565.4	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_003957565.4.fa.gz	secondary	birds
GCA_032719375.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_032719375.1.fa.gz	secondary	birds
GCA_964211785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964211785.1.fa.gz	secondary	birds
GCA_031877785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_031877785.1.fa.gz	secondary	birds
GCA_037950955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_037950955.1.fa.gz	secondary	birds
GCA_039906465.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_039906465.1.fa.gz	secondary	birds
GCA_020801775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_020801775.1.fa.gz	secondary	birds
GCF_015476345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCF_015476345.1.fa.gz	secondary	birds
GCA_965140925.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_965140925.1.fa.gz	secondary	birds
GCA_028858555.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_028858555.1.fa.gz	secondary	birds
GCF_016699485.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCF_016699485.2.fa.gz	secondary	birds
GCA_012275275.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_012275275.1.fa.gz	secondary	birds
GCA_036850655.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036850655.1.fa.gz	secondary	birds
GCA_036417515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036417515.1.fa.gz	secondary	birds
GCA_045519325.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_045519325.1.fa.gz	secondary	birds
GCF_008822105.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCF_008822105.2.fa.gz	secondary	birds
GCA_030936125.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_030936125.1.fa.gz	secondary	birds
GCA_030490855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_030490855.1.fa.gz	secondary	birds
GCA_017639645.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_017639645.1.fa.gz	secondary	birds
GCA_965140185.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_965140185.1.fa.gz	secondary	birds
GCA_036010775.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036010775.2.fa.gz	secondary	birds
GCA_036010745.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036010745.1.fa.gz	secondary	birds
GCA_964273585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964273585.1.fa.gz	secondary	birds
GCA_039878515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_039878515.1.fa.gz	secondary	birds
GCA_030820635.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_030820635.1.fa.gz	secondary	birds
GCA_964237395.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_964237395.1.fa.gz	secondary	birds
GCA_040807015.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_040807015.1.fa.gz	secondary	birds
GCA_024206055.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_024206055.2.fa.gz	secondary	birds
GCA_027408225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_027408225.1.fa.gz	secondary	birds
GCA_045345505.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_045345505.1.fa.gz	secondary	birds
GCA_036417975.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_036417975.1.fa.gz	secondary	birds
GCA_008822115.3	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_008822115.3.fa.gz	secondary	birds
GCA_027557775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/birds/GCA_027557775.1.fa.gz	secondary	birds
GCA_964188365.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964188365.1.fa.gz	secondary	reptiles
GCA_965140265.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965140265.1.fa.gz	secondary	reptiles
GCA_045781095.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_045781095.1.fa.gz	secondary	reptiles
GCA_965153305.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965153305.1.fa.gz	secondary	reptiles
GCA_029215795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_029215795.1.fa.gz	secondary	reptiles
GCA_965113305.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965113305.1.fa.gz	secondary	reptiles
GCA_965207765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965207765.1.fa.gz	secondary	reptiles
GCA_031001685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_031001685.1.fa.gz	secondary	reptiles
GCA_964106635.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964106635.2.fa.gz	secondary	reptiles
GCA_964106785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964106785.1.fa.gz	secondary	reptiles
GCA_965152285.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965152285.1.fa.gz	secondary	reptiles
GCA_045364785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_045364785.1.fa.gz	secondary	reptiles
GCA_964188325.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964188325.1.fa.gz	secondary	reptiles
GCA_046126825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_046126825.1.fa.gz	secondary	reptiles
GCA_030867065.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_030867065.1.fa.gz	secondary	reptiles
GCA_964188395.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964188395.1.fa.gz	secondary	reptiles
GCA_964194405.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964194405.1.fa.gz	secondary	reptiles
GCA_965178375.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965178375.1.fa.gz	secondary	reptiles
GCA_029931755.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_029931755.1.fa.gz	secondary	reptiles
GCA_035046495.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_035046495.1.fa.gz	secondary	reptiles
GCA_033296515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_033296515.1.fa.gz	secondary	reptiles
GCA_030035715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_030035715.1.fa.gz	secondary	reptiles
GCA_964273795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964273795.1.fa.gz	secondary	reptiles
GCA_025201965.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_025201965.1.fa.gz	secondary	reptiles
GCA_037176775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_037176775.1.fa.gz	secondary	reptiles
GCA_047715955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_047715955.1.fa.gz	secondary	reptiles
GCA_030412085.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_030412085.1.fa.gz	secondary	reptiles
GCA_965140275.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965140275.1.fa.gz	secondary	reptiles
GCA_965152195.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965152195.1.fa.gz	secondary	reptiles
GCA_035125265.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_035125265.1.fa.gz	secondary	reptiles
GCA_965208345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965208345.1.fa.gz	secondary	reptiles
GCA_028017845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_028017845.1.fa.gz	secondary	reptiles
GCA_965140255.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_965140255.1.fa.gz	secondary	reptiles
GCA_030867085.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_030867085.1.fa.gz	secondary	reptiles
GCA_030020385.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_030020385.1.fa.gz	secondary	reptiles
GCA_027887205.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_027887205.1.fa.gz	secondary	reptiles
GCA_031021085.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_031021085.1.fa.gz	secondary	reptiles
GCA_964251985.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964251985.1.fa.gz	secondary	reptiles
GCA_964234825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964234825.1.fa.gz	secondary	reptiles
GCA_964270875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/reptiles/GCA_964270875.1.fa.gz	secondary	reptiles
GCF_010993605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/otherChordates/GCF_010993605.1.fa.gz	secondary	otherChordates
GCF_040869285.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/otherChordates/GCF_040869285.1.fa.gz	secondary	otherChordates
GCA_965202575.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/otherChordates/GCA_965202575.1.fa.gz	secondary	otherChordates
GCA_964204955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/otherChordates/GCA_964204955.1.fa.gz	secondary	otherChordates
GCA_030684295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_030684295.1.fa.gz	secondary	sharks
GCA_044704965.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_044704965.1.fa.gz	secondary	sharks
GCA_036971175.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_036971175.1.fa.gz	secondary	sharks
GCA_020745765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_020745765.1.fa.gz	secondary	sharks
GCA_035084135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_035084135.1.fa.gz	secondary	sharks
GCA_035084065.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_035084065.1.fa.gz	secondary	sharks
GCA_036365495.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_036365495.1.fa.gz	secondary	sharks
GCA_030035685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_030035685.1.fa.gz	secondary	sharks
GCA_030144785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_030144785.1.fa.gz	secondary	sharks
GCA_964214025.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_964214025.1.fa.gz	secondary	sharks
GCA_964194165.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/sharks/GCA_964194165.1.fa.gz	secondary	sharks
GCA_011100555.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_011100555.2.fa.gz	secondary	mammals
GCA_922990625.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_922990625.1.fa.gz	secondary	mammals
GCA_043290065.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_043290065.1.fa.gz	secondary	mammals
GCA_964662095.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964662095.1.fa.gz	secondary	mammals
GCA_024803745.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_024803745.1.fa.gz	secondary	mammals
GCA_030020305.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_030020305.1.fa.gz	secondary	mammals
GCA_039656995.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_039656995.1.fa.gz	secondary	mammals
GCA_037176705.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_037176705.1.fa.gz	secondary	mammals
GCA_036321565.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_036321565.1.fa.gz	secondary	mammals
GCA_965194725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_965194725.1.fa.gz	secondary	mammals
GCA_003369685.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_003369685.2.fa.gz	secondary	mammals
GCA_963693515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_963693515.1.fa.gz	secondary	mammals
GCA_964106925.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964106925.2.fa.gz	secondary	mammals
GCA_964341485.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964341485.1.fa.gz	secondary	mammals
GCA_011762515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_011762515.1.fa.gz	secondary	mammals
GCA_965115945.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_965115945.1.fa.gz	secondary	mammals
GCA_036418255.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_036418255.1.fa.gz	secondary	mammals
GCA_964194215.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964194215.1.fa.gz	secondary	mammals
GCA_020740715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_020740715.1.fa.gz	secondary	mammals
GCA_047512175.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_047512175.1.fa.gz	secondary	mammals
GCA_048127045.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048127045.1.fa.gz	secondary	mammals
GCA_031878655.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_031878655.1.fa.gz	secondary	mammals
GCA_048771865.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048771865.1.fa.gz	secondary	mammals
GCA_045843765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_045843765.1.fa.gz	secondary	mammals
GCA_026419985.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_026419985.1.fa.gz	secondary	mammals
GCA_022682395.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_022682395.2.fa.gz	secondary	mammals
GCA_964374185.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964374185.1.fa.gz	secondary	mammals
GCA_048593245.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048593245.1.fa.gz	secondary	mammals
GCA_046562985.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_046562985.1.fa.gz	secondary	mammals
GCA_038363175.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_038363175.2.fa.gz	secondary	mammals
GCA_964195625.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964195625.1.fa.gz	secondary	mammals
GCA_037038555.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_037038555.1.fa.gz	secondary	mammals
GCA_028017805.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_028017805.1.fa.gz	secondary	mammals
GCA_048593345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048593345.1.fa.gz	secondary	mammals
GCA_964656075.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964656075.1.fa.gz	secondary	mammals
GCA_964212025.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964212025.2.fa.gz	secondary	mammals
GCA_046562875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_046562875.1.fa.gz	secondary	mammals
GCA_036417475.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_036417475.1.fa.gz	secondary	mammals
GCA_048772825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048772825.1.fa.gz	secondary	mammals
GCA_047511605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_047511605.1.fa.gz	secondary	mammals
GCA_048164845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048164845.1.fa.gz	secondary	mammals
GCA_048593325.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048593325.1.fa.gz	secondary	mammals
GCA_964106205.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964106205.1.fa.gz	secondary	mammals
GCA_028571275.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_028571275.1.fa.gz	secondary	mammals
GCA_038363225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_038363225.1.fa.gz	secondary	mammals
GCA_030445055.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_030445055.2.fa.gz	secondary	mammals
GCA_031878665.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_031878665.1.fa.gz	secondary	mammals
