# accession	download URL	primary/secondary	VGP clade
GCA_048565345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_048565345.1.fa.gz	primary	amphibians
GCF_905171765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_905171765.1.fa.gz	primary	amphibians
GCA_038501925.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_038501925.1.fa.gz	primary	amphibians
GCA_038048845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_038048845.1.fa.gz	primary	amphibians
GCA_027917425.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_027917425.1.fa.gz	primary	amphibians
GCF_040937935.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_040937935.1.fa.gz	primary	amphibians
GCF_040938575.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_040938575.1.fa.gz	primary	amphibians
GCF_029499605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_029499605.1.fa.gz	primary	amphibians
GCA_027410445.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_027410445.1.fa.gz	primary	amphibians
GCA_964204655.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_964204655.1.fa.gz	primary	amphibians
GCF_035609145.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_035609145.1.fa.gz	primary	amphibians
GCA_031893055.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_031893055.1.fa.gz	primary	amphibians
GCF_905171775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_905171775.1.fa.gz	primary	amphibians
GCA_964205295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_964205295.1.fa.gz	primary	amphibians
GCA_037306005.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_037306005.1.fa.gz	primary	amphibians
GCF_028390025.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_028390025.1.fa.gz	primary	amphibians
GCA_040206685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_040206685.1.fa.gz	primary	amphibians
GCA_964263255.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_964263255.1.fa.gz	primary	amphibians
GCF_036172605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_036172605.1.fa.gz	primary	amphibians
GCA_026652325.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_026652325.1.fa.gz	primary	amphibians
GCF_027579735.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_027579735.1.fa.gz	primary	amphibians
GCA_901765095.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_901765095.2.fa.gz	primary	amphibians
GCA_965119305.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_965119305.1.fa.gz	primary	amphibians
GCF_027358695.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_027358695.1.fa.gz	primary	amphibians
GCF_027789765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_027789765.1.fa.gz	primary	amphibians
GCA_036172795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_036172795.1.fa.gz	primary	amphibians
GCA_964261635.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_964261635.1.fa.gz	primary	amphibians
GCF_032444005.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_032444005.1.fa.gz	primary	amphibians
GCF_040894005.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_040894005.1.fa.gz	primary	amphibians
GCF_902459505.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_902459505.1.fa.gz	primary	amphibians
GCA_048569485.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCA_048569485.1.fa.gz	primary	amphibians
GCF_901001135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/amphibians/GCF_901001135.1.fa.gz	primary	amphibians
GCA_963383615.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963383615.1.fa.gz	primary	fish
GCF_949316345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_949316345.1.fa.gz	primary	fish
GCF_902500255.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_902500255.1.fa.gz	primary	fish
GCA_020510985.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_020510985.1.fa.gz	primary	fish
GCA_933228915.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_933228915.1.fa.gz	primary	fish
GCA_037039145.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_037039145.1.fa.gz	primary	fish
GCF_900634415.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900634415.1.fa.gz	primary	fish
GCA_963422515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963422515.1.fa.gz	primary	fish
GCF_900634625.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900634625.1.fa.gz	primary	fish
GCA_949152265.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949152265.1.fa.gz	primary	fish
GCA_965226575.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_965226575.1.fa.gz	primary	fish
GCF_963576545.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963576545.1.fa.gz	primary	fish
GCF_027579695.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_027579695.1.fa.gz	primary	fish
GCF_030014385.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_030014385.1.fa.gz	primary	fish
GCA_965113295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_965113295.1.fa.gz	primary	fish
GCA_043250625.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_043250625.1.fa.gz	primary	fish
GCF_013368585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_013368585.1.fa.gz	primary	fish
GCA_963969265.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963969265.1.fa.gz	primary	fish
GCF_904848185.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_904848185.1.fa.gz	primary	fish
GCF_009769545.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_009769545.1.fa.gz	primary	fish
GCF_017976325.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_017976325.1.fa.gz	primary	fish
GCA_963924005.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963924005.1.fa.gz	primary	fish
GCA_965226115.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_965226115.1.fa.gz	primary	fish
GCA_949748355.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949748355.1.fa.gz	primary	fish
GCF_013347855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_013347855.1.fa.gz	primary	fish
GCA_964197995.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964197995.1.fa.gz	primary	fish
GCA_031216445.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_031216445.1.fa.gz	primary	fish
GCA_028022725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_028022725.1.fa.gz	primary	fish
GCF_963930695.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963930695.1.fa.gz	primary	fish
GCF_040954835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_040954835.1.fa.gz	primary	fish
GCA_963971535.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963971535.1.fa.gz	primary	fish
GCA_042242135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_042242135.1.fa.gz	primary	fish
GCA_048128725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048128725.1.fa.gz	primary	fish
GCF_963924715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963924715.1.fa.gz	primary	fish
GCF_900634795.4	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900634795.4.fa.gz	primary	fish
GCA_041753875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_041753875.1.fa.gz	primary	fish
GCA_963989245.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963989245.1.fa.gz	primary	fish
GCA_048128805.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048128805.1.fa.gz	primary	fish
GCA_048129055.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048129055.1.fa.gz	primary	fish
GCF_029633865.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_029633865.1.fa.gz	primary	fish
GCA_047301625.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_047301625.1.fa.gz	primary	fish
GCA_947650265.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_947650265.1.fa.gz	primary	fish
GCA_963457635.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963457635.1.fa.gz	primary	fish
GCA_963854745.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963854745.1.fa.gz	primary	fish
GCA_964374335.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964374335.1.fa.gz	primary	fish
GCF_900747795.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900747795.2.fa.gz	primary	fish
GCA_048628825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048628825.1.fa.gz	primary	fish
GCF_011004845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_011004845.1.fa.gz	primary	fish
GCF_029633855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_029633855.1.fa.gz	primary	fish
GCA_964266715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964266715.1.fa.gz	primary	fish
GCA_963454915.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963454915.1.fa.gz	primary	fish
GCA_038355195.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_038355195.1.fa.gz	primary	fish
GCA_048544225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048544225.1.fa.gz	primary	fish
GCA_949987615.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949987615.1.fa.gz	primary	fish
GCA_048537225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048537225.1.fa.gz	primary	fish
GCF_947347685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_947347685.1.fa.gz	primary	fish
GCA_048301465.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048301465.1.fa.gz	primary	fish
GCF_949316205.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_949316205.1.fa.gz	primary	fish
GCA_013358685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_013358685.1.fa.gz	primary	fish
GCF_027358585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_027358585.1.fa.gz	primary	fish
GCF_900700375.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900700375.1.fa.gz	primary	fish
GCA_044231665.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_044231665.1.fa.gz	primary	fish
GCF_017639745.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_017639745.1.fa.gz	primary	fish
GCF_037176945.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_037176945.1.fa.gz	primary	fish
GCF_015220715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_015220715.1.fa.gz	primary	fish
GCA_046255685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_046255685.1.fa.gz	primary	fish
GCF_900963305.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900963305.1.fa.gz	primary	fish
GCA_048129235.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048129235.1.fa.gz	primary	fish
GCA_049190665.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_049190665.1.fa.gz	primary	fish
GCF_900880675.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900880675.1.fa.gz	primary	fish
GCA_964188405.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964188405.1.fa.gz	primary	fish
GCA_024256435.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_024256435.1.fa.gz	primary	fish
GCF_901000725.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_901000725.2.fa.gz	primary	fish
GCA_048301585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048301585.1.fa.gz	primary	fish
GCA_964263955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964263955.1.fa.gz	primary	fish
GCA_044231675.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_044231675.1.fa.gz	primary	fish
GCF_910596095.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_910596095.1.fa.gz	primary	fish
GCF_900324485.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900324485.2.fa.gz	primary	fish
GCF_963584025.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963584025.1.fa.gz	primary	fish
GCA_019677235.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_019677235.1.fa.gz	primary	fish
GCA_045363895.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_045363895.1.fa.gz	primary	fish
GCA_038024135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_038024135.1.fa.gz	primary	fish
GCA_936440315.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_936440315.1.fa.gz	primary	fish
GCA_960531495.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_960531495.1.fa.gz	primary	fish
GCF_009829125.3	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_009829125.3.fa.gz	primary	fish
GCA_951799975.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_951799975.1.fa.gz	primary	fish
GCA_963993115.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963993115.1.fa.gz	primary	fish
GCA_963691815.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963691815.1.fa.gz	primary	fish
GCA_951216825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_951216825.1.fa.gz	primary	fish
GCA_964638095.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964638095.1.fa.gz	primary	fish
GCF_901709675.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_901709675.1.fa.gz	primary	fish
GCF_020382885.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_020382885.2.fa.gz	primary	fish
GCF_009762535.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_009762535.1.fa.gz	primary	fish
GCF_043641665.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_043641665.1.fa.gz	primary	fish
GCA_048126635.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048126635.1.fa.gz	primary	fish
GCA_944039275.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_944039275.1.fa.gz	primary	fish
GCF_042242105.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_042242105.1.fa.gz	primary	fish
GCA_014839685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_014839685.1.fa.gz	primary	fish
GCF_007364275.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_007364275.1.fa.gz	primary	fish
GCA_949987555.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949987555.1.fa.gz	primary	fish
GCA_017639675.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_017639675.1.fa.gz	primary	fish
GCF_902362185.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_902362185.1.fa.gz	primary	fish
GCF_027409825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_027409825.1.fa.gz	primary	fish
GCF_902713425.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_902713425.1.fa.gz	primary	fish
GCA_048569125.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048569125.1.fa.gz	primary	fish
GCA_040939525.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_040939525.1.fa.gz	primary	fish
GCA_014839995.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_014839995.1.fa.gz	primary	fish
GCF_009819705.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_009819705.1.fa.gz	primary	fish
GCF_018492685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_018492685.1.fa.gz	primary	fish
GCA_020745685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_020745685.1.fa.gz	primary	fish
GCA_946808225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_946808225.1.fa.gz	primary	fish
GCA_036784965.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_036784965.1.fa.gz	primary	fish
GCF_900324465.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900324465.2.fa.gz	primary	fish
GCA_047511565.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_047511565.1.fa.gz	primary	fish
GCF_902148855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_902148855.1.fa.gz	primary	fish
GCA_048301445.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_048301445.1.fa.gz	primary	fish
GCF_963691925.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963691925.1.fa.gz	primary	fish
GCA_949357685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949357685.1.fa.gz	primary	fish
GCA_027942865.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_027942865.1.fa.gz	primary	fish
GCA_949606895.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949606895.1.fa.gz	primary	fish
GCF_030463535.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_030463535.1.fa.gz	primary	fish
GCA_910589615.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_910589615.1.fa.gz	primary	fish
GCF_900964775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900964775.1.fa.gz	primary	fish
GCF_017976425.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_017976425.1.fa.gz	primary	fish
GCA_963280865.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963280865.1.fa.gz	primary	fish
GCF_036373705.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_036373705.1.fa.gz	primary	fish
GCA_045362495.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_045362495.1.fa.gz	primary	fish
GCA_905171665.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_905171665.2.fa.gz	primary	fish
GCA_963921795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963921795.1.fa.gz	primary	fish
GCA_041903045.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_041903045.1.fa.gz	primary	fish
GCA_949319135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949319135.1.fa.gz	primary	fish
GCA_949357725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949357725.1.fa.gz	primary	fish
GCA_964030765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964030765.1.fa.gz	primary	fish
GCA_910591455.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_910591455.2.fa.gz	primary	fish
GCA_963514095.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963514095.1.fa.gz	primary	fish
GCF_021462225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_021462225.1.fa.gz	primary	fish
GCF_902150065.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_902150065.1.fa.gz	primary	fish
GCA_949987685.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_949987685.1.fa.gz	primary	fish
GCF_900634775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_900634775.1.fa.gz	primary	fish
GCF_963514075.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963514075.1.fa.gz	primary	fish
GCF_902167405.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_902167405.1.fa.gz	primary	fish
GCF_963082965.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963082965.1.fa.gz	primary	fish
GCF_039877785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_039877785.1.fa.gz	primary	fish
GCA_041902795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_041902795.1.fa.gz	primary	fish
GCF_015220745.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_015220745.1.fa.gz	primary	fish
GCF_963692335.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963692335.1.fa.gz	primary	fish
GCA_951802725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_951802725.1.fa.gz	primary	fish
GCA_963514085.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963514085.1.fa.gz	primary	fish
GCF_902148845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_902148845.1.fa.gz	primary	fish
GCA_963457725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_963457725.1.fa.gz	primary	fish
GCA_951799395.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_951799395.1.fa.gz	primary	fish
GCA_049082185.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_049082185.1.fa.gz	primary	fish
GCF_023375975.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_023375975.1.fa.gz	primary	fish
GCF_963854185.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_963854185.1.fa.gz	primary	fish
GCA_964276395.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_964276395.1.fa.gz	primary	fish
GCA_901001165.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_901001165.2.fa.gz	primary	fish
GCA_947034865.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCA_947034865.1.fa.gz	primary	fish
GCF_914725855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_914725855.1.fa.gz	primary	fish
GCF_958295425.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/fish/GCF_958295425.1.fa.gz	primary	fish
GCF_030936135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_030936135.1.fa.gz	primary	birds
GCF_009829145.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_009829145.1.fa.gz	primary	birds
GCA_964237585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964237585.1.fa.gz	primary	birds
GCA_964035555.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964035555.1.fa.gz	primary	birds
GCF_036013475.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_036013475.1.fa.gz	primary	birds
GCA_964188345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964188345.1.fa.gz	primary	birds
GCA_964211825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964211825.1.fa.gz	primary	birds
GCA_964199755.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964199755.1.fa.gz	primary	birds
GCF_023343835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_023343835.1.fa.gz	primary	birds
